conversion_id,lead_id,converted,revenue,cost,conversion_date,days_to_convert
22255,22255,0,0.0,29.92,,
22256,22256,0,0.0,33.55,,
22257,22257,1,137.6,45.34,2025-08-18,19.0
22258,22258,0,0.0,28.35,,
22259,22259,1,104.81,20.81,2025-01-17,17.0
22260,22260,1,98.93,31.06,2025-08-19,4.0
22261,22261,0,0.0,33.73,,
22262,22262,0,0.0,14.21,,
22263,22263,1,116.6,38.45,2024-03-26,19.0
22264,22264,0,0.0,26.77,,
22265,22265,0,0.0,20.6,,
22266,22266,0,0.0,36.2,,
22267,22267,0,0.0,20.23,,
22268,22268,1,162.95,53.11,2025-04-06,2.0
22269,22269,0,0.0,21.25,,
22270,22270,0,0.0,11.61,,
22271,22271,1,114.76,37.47,2026-01-16,27.0
22272,22272,1,99.53,39.29,2024-03-18,25.0
22273,22273,0,0.0,11.87,,
22274,22274,0,0.0,14.69,,
22275,22275,0,0.0,22.55,,
22276,22276,1,78.79,30.3,2024-12-14,13.0
22277,22277,0,0.0,35.32,,
22278,22278,0,0.0,12.2,,
22279,22279,1,137.9,43.71,2025-07-23,26.0
22280,22280,0,0.0,24.32,,
22281,22281,0,0.0,35.83,,
22282,22282,0,0.0,21.44,,
22283,22283,0,0.0,15.67,,
22284,22284,0,0.0,35.88,,
22285,22285,0,0.0,36.45,,
22286,22286,1,139.34,32.68,2024-03-24,12.0
22287,22287,0,0.0,17.53,,
22288,22288,0,0.0,14.29,,
22289,22289,1,120.25,28.73,2025-04-23,19.0
22290,22290,1,68.66,42.13,2024-03-22,14.0
22291,22291,1,87.05,57.09,2025-05-05,6.0
22292,22292,0,0.0,37.49,,
22293,22293,0,0.0,31.17,,
22294,22294,0,0.0,34.4,,
22295,22295,0,0.0,26.82,,
22296,22296,0,0.0,12.52,,
22297,22297,1,102.97,20.71,2025-03-16,19.0
22298,22298,1,92.87,51.03,2024-02-03,17.0
22299,22299,0,0.0,35.43,,
22300,22300,0,0.0,27.55,,
22301,22301,1,86.78,38.9,2025-07-08,12.0
22302,22302,1,132.81,15.23,2024-11-04,24.0
22303,22303,0,0.0,38.79,,
22304,22304,0,0.0,30.47,,
22305,22305,0,0.0,30.29,,
22306,22306,1,159.87,26.08,2025-12-12,26.0
22307,22307,0,0.0,15.11,,
22308,22308,0,0.0,15.92,,
22309,22309,0,0.0,32.94,,
22310,22310,1,93.33,28.89,2024-05-02,3.0
22311,22311,1,100.25,51.8,2025-12-15,11.0
22312,22312,1,72.22,48.76,2025-06-08,1.0
22313,22313,0,0.0,32.78,,
22314,22314,0,0.0,35.2,,
22315,22315,0,0.0,39.96,,
22316,22316,1,109.27,53.3,2025-02-26,16.0
22317,22317,0,0.0,36.5,,
22318,22318,1,56.36,45.02,2025-05-14,1.0
22319,22319,0,0.0,26.2,,
22320,22320,0,0.0,20.98,,
22321,22321,0,0.0,33.88,,
22322,22322,0,0.0,38.88,,
22323,22323,1,50.69,53.47,2025-08-03,19.0
22324,22324,0,0.0,14.63,,
22325,22325,0,0.0,33.65,,
22326,22326,0,0.0,17.4,,
22327,22327,0,0.0,17.82,,
22328,22328,0,0.0,39.86,,
22329,22329,0,0.0,27.59,,
22330,22330,0,0.0,31.29,,
22331,22331,0,0.0,34.73,,
22332,22332,1,75.61,19.77,2024-05-01,23.0
22333,22333,0,0.0,29.37,,
22334,22334,1,130.78,49.59,2026-01-08,24.0
22335,22335,1,115.3,38.39,2025-11-21,2.0
22336,22336,0,0.0,30.28,,
22337,22337,0,0.0,30.82,,
22338,22338,0,0.0,32.44,,
22339,22339,0,0.0,36.04,,
22340,22340,0,0.0,31.51,,
22341,22341,0,0.0,19.27,,
22342,22342,1,104.11,39.98,2026-01-05,28.0
22343,22343,0,0.0,13.54,,
22344,22344,0,0.0,32.55,,
22345,22345,0,0.0,12.87,,
22346,22346,0,0.0,31.15,,
22347,22347,0,0.0,20.81,,
22348,22348,0,0.0,38.94,,
22349,22349,1,132.93,25.29,2025-02-13,1.0
22350,22350,1,91.73,26.87,2025-04-14,10.0
22351,22351,1,68.13,32.02,2024-10-19,16.0
22352,22352,1,55.25,57.01,2025-05-04,9.0
22353,22353,0,0.0,34.61,,
22354,22354,1,141.82,34.67,2025-11-24,4.0
22355,22355,0,0.0,19.75,,
22356,22356,0,0.0,33.23,,
22357,22357,0,0.0,37.98,,
22358,22358,0,0.0,12.79,,
22359,22359,0,0.0,34.06,,
22360,22360,0,0.0,39.57,,
22361,22361,0,0.0,38.48,,
22362,22362,0,0.0,38.84,,
22363,22363,1,123.83,15.89,2024-03-12,15.0
22364,22364,0,0.0,23.75,,
22365,22365,0,0.0,37.04,,
22366,22366,1,81.9,55.7,2025-11-30,11.0
22367,22367,0,0.0,35.67,,
22368,22368,0,0.0,31.36,,
22369,22369,0,0.0,24.75,,
22370,22370,0,0.0,21.5,,
22371,22371,0,0.0,13.32,,
22372,22372,0,0.0,22.16,,
22373,22373,0,0.0,19.7,,
22374,22374,0,0.0,21.21,,
22375,22375,0,0.0,39.28,,
22376,22376,0,0.0,22.68,,
22377,22377,0,0.0,24.8,,
22378,22378,0,0.0,11.75,,
22379,22379,0,0.0,21.2,,
22380,22380,0,0.0,39.69,,
22381,22381,1,146.2,55.89,2025-04-30,2.0
22382,22382,0,0.0,27.58,,
22383,22383,0,0.0,31.74,,
22384,22384,1,51.96,33.63,2025-06-05,21.0
22385,22385,0,0.0,36.66,,
22386,22386,1,113.78,46.32,2024-08-20,12.0
22387,22387,0,0.0,24.23,,
22388,22388,0,0.0,31.1,,
22389,22389,0,0.0,19.28,,
22390,22390,1,99.52,16.91,2024-10-14,24.0
22391,22391,0,0.0,26.15,,
22392,22392,0,0.0,12.16,,
22393,22393,0,0.0,16.17,,
22394,22394,0,0.0,30.22,,
22395,22395,0,0.0,27.38,,
22396,22396,1,111.88,56.12,2024-11-04,24.0
22397,22397,1,126.89,55.89,2024-08-05,1.0
22398,22398,1,77.91,30.59,2024-09-17,4.0
22399,22399,1,90.67,25.75,2024-07-03,6.0
22400,22400,0,0.0,36.87,,
22401,22401,1,85.36,15.01,2025-10-03,6.0
22402,22402,0,0.0,13.76,,
22403,22403,0,0.0,11.34,,
22404,22404,1,77.14,25.23,2024-03-05,8.0
22405,22405,0,0.0,38.57,,
22406,22406,0,0.0,16.72,,
22407,22407,0,0.0,24.01,,
22408,22408,0,0.0,19.54,,
22409,22409,0,0.0,28.81,,
22410,22410,1,137.22,31.8,2024-03-28,21.0
22411,22411,1,109.36,54.6,2024-09-10,21.0
22412,22412,0,0.0,17.21,,
22413,22413,1,144.57,23.05,2024-07-08,29.0
22414,22414,0,0.0,18.06,,
22415,22415,1,104.04,28.16,2025-03-25,29.0
22416,22416,1,47.35,25.1,2024-09-20,5.0
22417,22417,1,148.04,44.92,2025-12-21,7.0
22418,22418,0,0.0,13.0,,
22419,22419,0,0.0,35.49,,
22420,22420,0,0.0,18.7,,
22421,22421,0,0.0,15.79,,
22422,22422,0,0.0,32.13,,
22423,22423,0,0.0,30.73,,
22424,22424,0,0.0,22.61,,
22425,22425,0,0.0,21.13,,
22426,22426,0,0.0,14.52,,
22427,22427,1,140.9,40.37,2025-10-20,23.0
22428,22428,0,0.0,11.65,,
22429,22429,1,102.99,47.91,2024-05-03,11.0
22430,22430,0,0.0,21.98,,
22431,22431,0,0.0,34.99,,
22432,22432,0,0.0,17.31,,
22433,22433,0,0.0,25.18,,
22434,22434,0,0.0,32.76,,
22435,22435,0,0.0,14.56,,
22436,22436,0,0.0,37.46,,
22437,22437,0,0.0,37.36,,
22438,22438,0,0.0,16.12,,
22439,22439,0,0.0,20.49,,
22440,22440,0,0.0,12.2,,
22441,22441,0,0.0,15.04,,
22442,22442,0,0.0,12.28,,
22443,22443,1,115.0,40.73,2024-05-07,22.0
22444,22444,1,63.54,32.49,2024-03-22,1.0
22445,22445,1,82.64,48.38,2024-06-21,3.0
22446,22446,0,0.0,14.7,,
22447,22447,1,83.32,48.78,2025-07-24,16.0
22448,22448,0,0.0,24.09,,
22449,22449,0,0.0,38.13,,
22450,22450,0,0.0,14.65,,
22451,22451,0,0.0,17.02,,
22452,22452,0,0.0,35.28,,
22453,22453,1,138.95,20.37,2025-01-29,9.0
22454,22454,0,0.0,24.04,,
22455,22455,0,0.0,14.47,,
22456,22456,1,143.05,27.12,2025-12-07,24.0
22457,22457,1,69.94,55.32,2025-06-09,14.0
22458,22458,0,0.0,22.28,,
22459,22459,0,0.0,30.14,,
22460,22460,0,0.0,23.84,,
22461,22461,0,0.0,30.26,,
22462,22462,0,0.0,17.03,,
22463,22463,1,119.55,54.49,2024-11-18,18.0
22464,22464,0,0.0,38.52,,
22465,22465,1,71.8,56.28,2024-07-30,24.0
22466,22466,1,99.75,54.77,2026-01-02,4.0
22467,22467,0,0.0,22.19,,
22468,22468,1,69.59,55.47,2024-10-20,10.0
22469,22469,1,136.23,48.17,2024-10-19,14.0
22470,22470,1,89.89,23.1,2024-11-27,21.0
22471,22471,0,0.0,24.18,,
22472,22472,0,0.0,13.95,,
22473,22473,0,0.0,10.8,,
22474,22474,0,0.0,10.24,,
22475,22475,0,0.0,37.5,,
22476,22476,1,154.7,18.46,2024-08-15,23.0
22477,22477,0,0.0,24.24,,
22478,22478,1,148.85,35.49,2025-02-16,17.0
22479,22479,0,0.0,32.6,,
22480,22480,0,0.0,37.2,,
22481,22481,0,0.0,22.35,,
22482,22482,0,0.0,29.52,,
22483,22483,1,88.7,41.3,2025-02-12,11.0
22484,22484,0,0.0,20.05,,
22485,22485,0,0.0,38.34,,
22486,22486,0,0.0,34.14,,
22487,22487,1,96.25,21.9,2024-07-08,10.0
22488,22488,0,0.0,23.53,,
22489,22489,0,0.0,21.06,,
22490,22490,0,0.0,24.8,,
22491,22491,0,0.0,31.86,,
22492,22492,1,79.27,37.57,2024-11-28,19.0
22493,22493,0,0.0,32.36,,
22494,22494,0,0.0,21.92,,
22495,22495,0,0.0,34.82,,
22496,22496,0,0.0,29.53,,
22497,22497,0,0.0,34.9,,
22498,22498,0,0.0,22.36,,
22499,22499,1,101.15,33.36,2026-01-03,17.0
22500,22500,0,0.0,31.64,,
22501,22501,1,134.69,16.52,2024-05-23,9.0
22502,22502,1,78.27,37.09,2024-10-31,23.0
22503,22503,0,0.0,18.91,,
22504,22504,0,0.0,22.87,,
22505,22505,0,0.0,24.07,,
22506,22506,0,0.0,39.32,,
22507,22507,0,0.0,31.14,,
22508,22508,0,0.0,37.15,,
22509,22509,0,0.0,17.09,,
22510,22510,0,0.0,37.17,,
22511,22511,0,0.0,30.37,,
22512,22512,0,0.0,14.01,,
22513,22513,1,111.74,40.28,2024-06-05,23.0
22514,22514,0,0.0,37.46,,
22515,22515,0,0.0,36.61,,
22516,22516,1,38.11,49.47,2025-06-19,19.0
22517,22517,0,0.0,12.04,,
22518,22518,0,0.0,11.33,,
22519,22519,0,0.0,19.0,,
22520,22520,0,0.0,21.22,,
22521,22521,0,0.0,34.28,,
22522,22522,0,0.0,21.79,,
22523,22523,1,85.47,53.42,2025-04-20,8.0
22524,22524,0,0.0,18.48,,
22525,22525,0,0.0,24.11,,
22526,22526,1,82.76,15.18,2024-12-07,11.0
22527,22527,0,0.0,37.03,,
22528,22528,0,0.0,37.29,,
22529,22529,1,68.89,29.25,2025-10-12,14.0
22530,22530,1,57.47,45.68,2026-01-01,28.0
22531,22531,1,151.19,30.41,2024-09-06,18.0
22532,22532,1,117.05,50.47,2025-04-07,12.0
22533,22533,1,114.86,44.05,2025-08-20,9.0
22534,22534,1,69.05,22.72,2024-03-11,9.0
22535,22535,0,0.0,11.3,,
22536,22536,0,0.0,26.89,,
22537,22537,0,0.0,27.79,,
22538,22538,0,0.0,32.91,,
22539,22539,1,105.89,23.57,2024-10-18,18.0
22540,22540,1,87.47,21.42,2025-12-24,14.0
22541,22541,0,0.0,16.91,,
22542,22542,0,0.0,35.17,,
22543,22543,0,0.0,16.08,,
22544,22544,1,108.77,22.09,2025-07-24,16.0
22545,22545,1,99.67,41.5,2025-08-03,23.0
22546,22546,0,0.0,11.39,,
22547,22547,0,0.0,19.24,,
22548,22548,0,0.0,20.55,,
22549,22549,0,0.0,12.28,,
22550,22550,0,0.0,22.75,,
22551,22551,1,57.12,54.25,2025-12-14,25.0
22552,22552,1,72.92,18.31,2025-04-02,4.0
22553,22553,0,0.0,25.71,,
22554,22554,0,0.0,34.91,,
22555,22555,0,0.0,15.68,,
22556,22556,0,0.0,38.28,,
22557,22557,1,123.03,20.32,2025-03-13,11.0
22558,22558,1,81.85,55.64,2024-11-16,1.0
22559,22559,0,0.0,18.76,,
22560,22560,0,0.0,28.9,,
22561,22561,0,0.0,31.15,,
22562,22562,1,145.95,34.93,2025-03-13,15.0
22563,22563,1,89.82,58.44,2024-02-04,14.0
22564,22564,0,0.0,19.77,,
22565,22565,0,0.0,37.15,,
22566,22566,0,0.0,14.95,,
22567,22567,1,131.03,23.43,2025-12-18,17.0
22568,22568,1,101.27,50.73,2025-11-05,7.0
22569,22569,1,108.64,17.35,2024-04-28,21.0
22570,22570,0,0.0,20.11,,
22571,22571,0,0.0,14.19,,
22572,22572,0,0.0,25.43,,
22573,22573,1,134.23,39.61,2025-06-07,15.0
22574,22574,0,0.0,24.02,,
22575,22575,0,0.0,26.28,,
22576,22576,0,0.0,32.7,,
22577,22577,0,0.0,24.07,,
22578,22578,1,117.41,35.1,2026-01-09,15.0
22579,22579,0,0.0,39.18,,
22580,22580,0,0.0,13.27,,
22581,22581,1,27.83,31.59,2025-11-29,13.0
22582,22582,1,98.86,31.02,2025-02-04,8.0
22583,22583,0,0.0,19.05,,
22584,22584,0,0.0,36.86,,
22585,22585,0,0.0,18.75,,
22586,22586,0,0.0,23.03,,
22587,22587,0,0.0,19.01,,
22588,22588,0,0.0,12.38,,
22589,22589,0,0.0,27.12,,
22590,22590,0,0.0,10.02,,
22591,22591,1,88.9,28.57,2024-06-08,19.0
22592,22592,0,0.0,17.68,,
22593,22593,0,0.0,24.42,,
22594,22594,0,0.0,36.1,,
22595,22595,0,0.0,16.8,,
22596,22596,0,0.0,31.69,,
22597,22597,0,0.0,31.42,,
22598,22598,1,135.63,46.51,2025-05-30,16.0
22599,22599,0,0.0,29.44,,
22600,22600,0,0.0,17.1,,
22601,22601,1,60.68,40.6,2026-01-18,24.0
22602,22602,0,0.0,16.46,,
22603,22603,0,0.0,27.29,,
22604,22604,0,0.0,35.13,,
22605,22605,1,110.71,27.57,2025-07-14,11.0
22606,22606,0,0.0,14.54,,
22607,22607,1,159.32,59.18,2024-01-25,6.0
22608,22608,0,0.0,20.87,,
22609,22609,1,90.91,39.44,2025-10-17,23.0
22610,22610,0,0.0,19.98,,
22611,22611,0,0.0,19.41,,
22612,22612,1,116.41,29.37,2025-04-23,11.0
22613,22613,0,0.0,19.25,,
22614,22614,1,120.42,22.8,2025-09-28,3.0
22615,22615,1,113.57,18.84,2025-11-24,9.0
22616,22616,0,0.0,18.02,,
22617,22617,0,0.0,35.61,,
22618,22618,0,0.0,11.03,,
22619,22619,0,0.0,32.43,,
22620,22620,0,0.0,36.79,,
22621,22621,0,0.0,22.3,,
22622,22622,1,55.03,29.02,2024-11-17,25.0
22623,22623,0,0.0,33.68,,
22624,22624,0,0.0,11.53,,
22625,22625,1,147.87,17.73,2025-03-05,3.0
22626,22626,0,0.0,14.58,,
22627,22627,0,0.0,10.84,,
22628,22628,0,0.0,18.4,,
22629,22629,0,0.0,23.01,,
22630,22630,1,53.53,30.72,2024-11-06,12.0
22631,22631,0,0.0,23.55,,
22632,22632,1,92.28,48.54,2024-12-25,14.0
22633,22633,0,0.0,13.83,,
22634,22634,1,103.68,56.19,2025-07-04,14.0
22635,22635,0,0.0,37.72,,
22636,22636,0,0.0,32.77,,
22637,22637,1,101.63,31.17,2024-09-29,4.0
22638,22638,0,0.0,27.09,,
22639,22639,0,0.0,37.02,,
22640,22640,0,0.0,18.93,,
22641,22641,1,144.85,53.51,2024-05-10,22.0
22642,22642,0,0.0,29.9,,
22643,22643,0,0.0,21.31,,
22644,22644,0,0.0,27.77,,
22645,22645,1,85.66,30.47,2024-11-27,2.0
22646,22646,0,0.0,24.82,,
22647,22647,0,0.0,22.34,,
22648,22648,1,122.95,56.23,2025-11-05,27.0
22649,22649,0,0.0,16.18,,
22650,22650,0,0.0,23.72,,
22651,22651,0,0.0,11.2,,
22652,22652,0,0.0,27.55,,
22653,22653,0,0.0,33.37,,
22654,22654,0,0.0,36.81,,
22655,22655,0,0.0,18.13,,
22656,22656,0,0.0,21.65,,
22657,22657,0,0.0,28.64,,
22658,22658,1,113.61,28.27,2025-09-27,25.0
22659,22659,1,118.16,43.98,2025-05-21,8.0
22660,22660,0,0.0,14.54,,
22661,22661,0,0.0,37.49,,
22662,22662,0,0.0,12.9,,
22663,22663,0,0.0,12.07,,
22664,22664,1,131.04,58.97,2025-01-05,3.0
22665,22665,0,0.0,29.3,,
22666,22666,0,0.0,17.79,,
22667,22667,0,0.0,15.2,,
22668,22668,0,0.0,18.74,,
22669,22669,1,151.24,26.1,2025-11-01,10.0
22670,22670,1,143.89,52.88,2024-02-12,27.0
22671,22671,0,0.0,23.21,,
22672,22672,0,0.0,37.86,,
22673,22673,0,0.0,17.55,,
22674,22674,1,144.97,45.68,2026-01-12,15.0
22675,22675,0,0.0,17.26,,
22676,22676,0,0.0,29.27,,
22677,22677,0,0.0,19.96,,
22678,22678,1,165.36,52.38,2025-12-06,9.0
22679,22679,1,143.14,21.68,2024-07-19,13.0
22680,22680,0,0.0,19.29,,
22681,22681,1,96.45,54.8,2025-05-20,26.0
22682,22682,0,0.0,25.25,,
22683,22683,0,0.0,17.98,,
22684,22684,0,0.0,15.97,,
22685,22685,0,0.0,10.74,,
22686,22686,1,86.85,18.97,2025-10-01,2.0
22687,22687,0,0.0,11.74,,
22688,22688,1,108.51,56.2,2025-03-08,12.0
22689,22689,0,0.0,23.09,,
22690,22690,0,0.0,34.35,,
22691,22691,0,0.0,20.96,,
22692,22692,0,0.0,25.73,,
22693,22693,0,0.0,35.86,,
22694,22694,0,0.0,34.31,,
22695,22695,1,147.03,48.54,2024-09-25,10.0
22696,22696,0,0.0,26.03,,
22697,22697,0,0.0,37.77,,
22698,22698,0,0.0,18.77,,
22699,22699,0,0.0,36.27,,
22700,22700,0,0.0,35.77,,
22701,22701,0,0.0,12.4,,
22702,22702,0,0.0,29.62,,
22703,22703,0,0.0,35.15,,
22704,22704,0,0.0,23.88,,
22705,22705,0,0.0,12.03,,
22706,22706,1,134.58,52.69,2025-11-20,5.0
22707,22707,1,172.76,35.78,2025-03-22,21.0
22708,22708,1,111.2,54.02,2025-11-16,28.0
22709,22709,1,73.97,18.68,2024-04-24,13.0
22710,22710,0,0.0,33.14,,
22711,22711,0,0.0,33.46,,
22712,22712,0,0.0,30.56,,
22713,22713,1,42.98,42.55,2025-01-02,2.0
22714,22714,0,0.0,32.15,,
22715,22715,0,0.0,14.27,,
22716,22716,1,69.26,17.7,2025-12-23,17.0
22717,22717,1,150.04,58.45,2025-05-22,15.0
22718,22718,0,0.0,20.44,,
22719,22719,0,0.0,39.73,,
22720,22720,0,0.0,25.67,,
22721,22721,0,0.0,10.08,,
22722,22722,1,96.29,52.4,2025-09-14,13.0
22723,22723,1,71.22,18.61,2025-01-03,21.0
22724,22724,0,0.0,35.24,,
22725,22725,0,0.0,33.33,,
22726,22726,0,0.0,17.13,,
22727,22727,1,49.51,27.5,2025-12-25,20.0
22728,22728,0,0.0,14.42,,
22729,22729,1,105.94,15.23,2025-04-10,11.0
22730,22730,1,101.3,34.78,2025-05-15,2.0
22731,22731,0,0.0,37.84,,
22732,22732,0,0.0,26.44,,
22733,22733,1,172.66,16.3,2025-12-23,28.0
22734,22734,0,0.0,13.79,,
22735,22735,0,0.0,11.65,,
22736,22736,1,108.88,22.32,2025-02-13,6.0
22737,22737,0,0.0,11.69,,
22738,22738,1,58.62,36.61,2024-12-19,15.0
22739,22739,0,0.0,25.05,,
22740,22740,1,142.85,56.68,2025-06-22,19.0
22741,22741,1,105.41,15.55,2025-01-31,26.0
22742,22742,0,0.0,21.34,,
22743,22743,0,0.0,36.99,,
22744,22744,0,0.0,16.52,,
22745,22745,0,0.0,11.13,,
22746,22746,0,0.0,28.72,,
22747,22747,1,118.49,51.24,2024-08-12,28.0
22748,22748,0,0.0,27.56,,
22749,22749,0,0.0,27.62,,
22750,22750,0,0.0,26.81,,
22751,22751,0,0.0,10.79,,
22752,22752,1,97.23,31.6,2024-07-09,1.0
22753,22753,0,0.0,34.63,,
22754,22754,0,0.0,14.34,,
22755,22755,0,0.0,19.13,,
22756,22756,0,0.0,24.94,,
22757,22757,0,0.0,32.48,,
22758,22758,0,0.0,36.07,,
22759,22759,0,0.0,29.9,,
22760,22760,0,0.0,20.35,,
22761,22761,0,0.0,10.4,,
22762,22762,1,142.57,21.4,2026-01-22,25.0
22763,22763,0,0.0,19.14,,
22764,22764,0,0.0,23.03,,
22765,22765,0,0.0,24.09,,
22766,22766,0,0.0,20.42,,
22767,22767,0,0.0,33.95,,
22768,22768,0,0.0,33.67,,
22769,22769,0,0.0,17.24,,
22770,22770,0,0.0,10.81,,
22771,22771,1,72.77,49.94,2025-12-24,17.0
22772,22772,1,109.96,22.64,2025-02-16,19.0
22773,22773,0,0.0,30.4,,
22774,22774,0,0.0,28.01,,
22775,22775,0,0.0,23.89,,
22776,22776,0,0.0,37.63,,
22777,22777,0,0.0,31.45,,
22778,22778,0,0.0,24.13,,
22779,22779,0,0.0,15.39,,
22780,22780,0,0.0,16.25,,
22781,22781,0,0.0,30.77,,
22782,22782,0,0.0,19.9,,
22783,22783,0,0.0,25.68,,
22784,22784,0,0.0,30.55,,
22785,22785,1,99.08,37.46,2025-03-25,12.0
22786,22786,0,0.0,31.24,,
22787,22787,0,0.0,11.44,,
22788,22788,1,95.23,35.39,2025-03-19,29.0
22789,22789,0,0.0,13.17,,
22790,22790,0,0.0,27.52,,
22791,22791,1,135.91,59.33,2025-01-20,3.0
22792,22792,0,0.0,22.25,,
22793,22793,1,117.0,33.31,2024-08-11,14.0
22794,22794,0,0.0,19.55,,
22795,22795,0,0.0,35.59,,
22796,22796,0,0.0,24.02,,
22797,22797,0,0.0,25.07,,
22798,22798,0,0.0,34.19,,
22799,22799,1,146.68,30.02,2025-06-22,7.0
22800,22800,0,0.0,12.43,,
22801,22801,0,0.0,17.29,,
22802,22802,0,0.0,15.45,,
22803,22803,0,0.0,10.97,,
22804,22804,0,0.0,29.54,,
22805,22805,1,80.13,49.17,2024-08-17,19.0
22806,22806,0,0.0,30.1,,
22807,22807,0,0.0,29.81,,
22808,22808,0,0.0,32.73,,
22809,22809,0,0.0,17.99,,
22810,22810,0,0.0,17.09,,
22811,22811,0,0.0,12.11,,
22812,22812,0,0.0,34.39,,
22813,22813,0,0.0,27.14,,
22814,22814,0,0.0,38.05,,
22815,22815,0,0.0,29.72,,
22816,22816,0,0.0,22.15,,
22817,22817,0,0.0,23.0,,
22818,22818,1,113.03,50.4,2025-11-27,14.0
22819,22819,1,145.87,54.12,2025-01-08,14.0
22820,22820,0,0.0,10.01,,
22821,22821,0,0.0,27.67,,
22822,22822,1,158.13,21.15,2025-09-23,22.0
22823,22823,0,0.0,30.87,,
22824,22824,1,83.94,17.48,2025-10-13,3.0
22825,22825,0,0.0,28.78,,
22826,22826,0,0.0,22.04,,
22827,22827,0,0.0,36.53,,
22828,22828,1,164.65,54.99,2025-12-26,8.0
22829,22829,0,0.0,34.29,,
22830,22830,0,0.0,20.5,,
22831,22831,0,0.0,24.4,,
22832,22832,1,171.05,32.35,2024-06-02,19.0
22833,22833,0,0.0,35.03,,
22834,22834,0,0.0,22.58,,
22835,22835,0,0.0,26.36,,
22836,22836,1,102.19,46.42,2024-04-07,28.0
22837,22837,1,144.14,57.12,2025-05-22,27.0
22838,22838,0,0.0,21.08,,
22839,22839,0,0.0,28.07,,
22840,22840,0,0.0,18.14,,
22841,22841,1,131.1,32.74,2024-04-28,4.0
22842,22842,1,92.76,18.42,2025-10-18,11.0
22843,22843,0,0.0,24.69,,
22844,22844,0,0.0,36.04,,
22845,22845,0,0.0,30.39,,
22846,22846,1,109.92,48.85,2025-04-30,10.0
22847,22847,1,68.98,58.84,2025-10-21,9.0
22848,22848,0,0.0,37.65,,
22849,22849,0,0.0,17.0,,
22850,22850,1,109.05,49.11,2025-07-06,25.0
22851,22851,1,111.3,36.12,2025-02-03,18.0
22852,22852,0,0.0,25.36,,
22853,22853,0,0.0,30.56,,
22854,22854,0,0.0,11.77,,
22855,22855,0,0.0,34.6,,
22856,22856,0,0.0,12.6,,
22857,22857,0,0.0,25.54,,
22858,22858,0,0.0,22.22,,
22859,22859,1,101.65,29.12,2025-01-10,4.0
22860,22860,0,0.0,13.16,,
22861,22861,0,0.0,30.02,,
22862,22862,0,0.0,12.22,,
22863,22863,0,0.0,27.88,,
22864,22864,0,0.0,15.02,,
22865,22865,0,0.0,21.79,,
22866,22866,0,0.0,24.59,,
22867,22867,1,98.85,29.67,2025-03-03,5.0
22868,22868,1,71.47,51.82,2024-10-20,18.0
22869,22869,0,0.0,17.2,,
22870,22870,0,0.0,13.32,,
22871,22871,0,0.0,28.61,,
22872,22872,0,0.0,28.57,,
22873,22873,0,0.0,37.1,,
22874,22874,1,56.41,40.95,2024-05-07,14.0
22875,22875,0,0.0,28.06,,
22876,22876,0,0.0,32.62,,
22877,22877,0,0.0,34.51,,
22878,22878,0,0.0,32.35,,
22879,22879,0,0.0,37.78,,
22880,22880,0,0.0,27.14,,
22881,22881,0,0.0,30.28,,
22882,22882,1,151.09,22.5,2024-10-21,26.0
22883,22883,0,0.0,11.31,,
22884,22884,0,0.0,35.82,,
22885,22885,1,100.58,57.68,2025-06-14,20.0
22886,22886,0,0.0,31.74,,
22887,22887,0,0.0,36.2,,
22888,22888,0,0.0,24.77,,
22889,22889,0,0.0,15.69,,
22890,22890,0,0.0,18.58,,
22891,22891,1,109.72,51.46,2025-03-18,27.0
22892,22892,1,100.71,45.84,2024-08-04,22.0
22893,22893,0,0.0,10.95,,
22894,22894,0,0.0,30.75,,
22895,22895,0,0.0,16.78,,
22896,22896,0,0.0,35.44,,
22897,22897,1,123.44,25.28,2024-06-14,7.0
22898,22898,0,0.0,16.34,,
22899,22899,0,0.0,26.03,,
22900,22900,1,156.46,54.17,2025-05-21,4.0
22901,22901,1,109.22,24.74,2025-12-27,17.0
22902,22902,0,0.0,39.36,,
22903,22903,0,0.0,28.23,,
22904,22904,0,0.0,39.23,,
22905,22905,0,0.0,35.21,,
22906,22906,1,106.28,48.62,2024-06-11,2.0
22907,22907,0,0.0,29.98,,
22908,22908,0,0.0,10.75,,
22909,22909,1,81.62,58.03,2025-02-19,20.0
22910,22910,1,125.21,26.03,2024-10-04,15.0
22911,22911,1,70.18,52.61,2025-07-05,16.0
22912,22912,0,0.0,38.82,,
22913,22913,0,0.0,31.64,,
22914,22914,0,0.0,34.22,,
22915,22915,1,97.24,29.57,2024-10-27,8.0
22916,22916,0,0.0,26.43,,
22917,22917,1,145.19,29.83,2025-09-18,7.0
22918,22918,0,0.0,26.64,,
22919,22919,0,0.0,38.91,,
22920,22920,0,0.0,29.35,,
22921,22921,0,0.0,17.59,,
22922,22922,0,0.0,35.59,,
22923,22923,0,0.0,21.92,,
22924,22924,0,0.0,15.83,,
22925,22925,0,0.0,18.78,,
22926,22926,0,0.0,31.05,,
22927,22927,1,61.4,31.09,2024-03-26,26.0
22928,22928,1,128.83,53.31,2025-01-11,19.0
22929,22929,1,76.59,22.15,2024-02-09,6.0
22930,22930,0,0.0,12.58,,
22931,22931,1,156.52,29.68,2025-01-10,22.0
22932,22932,0,0.0,14.72,,
