customer_id,lead_id,conversion_id,join_date,segment,lifetime_value,churned,churn_date
7168,24583,24583,2024-03-16,Standard,67758.3,0,
7169,24586,24586,2025-01-19,Standard,32061.13,1,2025-05-20
7170,24592,24592,2024-10-08,Standard,184776.75,0,
7171,24594,24594,2025-03-20,Standard,83965.07,0,
7172,24596,24596,2024-05-15,At-Risk,130869.29,0,
7173,24600,24600,2026-01-04,Standard,73926.58,0,
7174,24602,24602,2025-11-12,Standard,88233.44,0,
7175,24603,24603,2024-08-06,Standard,75578.77,1,2025-08-08
7176,24604,24604,2024-10-11,Standard,48952.12,0,
7177,24613,24613,2024-01-14,At-Risk,106752.62,1,2025-08-17
7178,24614,24614,2024-07-23,At-Risk,40037.62,1,2025-11-04
7179,24617,24617,2025-12-05,At-Risk,16040.0,0,
7180,24618,24618,2024-11-12,Standard,53015.86,0,
7181,24623,24623,2024-12-28,Standard,351623.65,0,
7182,24626,24626,2024-12-03,High-Value,246968.32,0,
7183,24627,24627,2025-06-20,Standard,64588.26,0,
7184,24628,24628,2025-04-07,Standard,37182.04,0,
7185,24629,24629,2025-02-28,At-Risk,62094.72,1,2025-08-30
7186,24630,24630,2025-09-01,At-Risk,18439.73,1,2026-03-07
7187,24635,24635,2025-04-15,Standard,86646.46,1,2026-05-27
7188,24640,24640,2025-11-03,Standard,86293.96,0,
7189,24642,24642,2025-06-01,Standard,144462.11,0,
7190,24643,24643,2025-07-26,At-Risk,16389.5,0,
7191,24657,24657,2024-09-30,Standard,107840.33,0,
7192,24663,24663,2025-10-17,Standard,72581.19,0,
7193,24664,24664,2025-12-20,Standard,128533.95,1,2027-01-24
7194,24665,24665,2024-06-11,Standard,59411.64,0,
7195,24666,24666,2025-12-20,At-Risk,16456.44,0,
7196,24668,24668,2024-02-10,Standard,78770.11,0,
7197,24669,24669,2025-03-12,At-Risk,68418.3,0,
7198,24671,24671,2025-07-29,Standard,82207.91,1,2026-07-11
7199,24672,24672,2024-06-18,Standard,72172.42,0,
7200,24673,24673,2024-02-06,At-Risk,63195.23,0,
7201,24675,24675,2025-01-06,Standard,91907.35,0,
7202,24676,24676,2024-12-12,Standard,39258.38,0,
7203,24682,24682,2025-05-21,Standard,44230.98,0,
7204,24687,24687,2024-11-09,Standard,51734.56,1,2025-11-30
7205,24696,24696,2024-07-03,Standard,72380.22,1,2025-04-04
7206,24698,24698,2025-04-21,Standard,51399.89,0,
7207,24708,24708,2024-04-06,Standard,65201.0,0,
7208,24711,24711,2024-02-15,At-Risk,43245.18,0,
7209,24712,24712,2024-08-05,Standard,88473.89,0,
7210,24722,24722,2025-01-24,Standard,54041.39,0,
7211,24725,24725,2024-05-04,At-Risk,40908.91,1,2026-02-09
7212,24727,24727,2024-12-02,Standard,87023.86,0,
7213,24731,24731,2025-01-14,Standard,59073.65,0,
7214,24732,24732,2024-12-21,Standard,44300.64,0,
7215,24733,24733,2024-03-02,At-Risk,30780.49,0,
7216,24745,24745,2025-06-14,At-Risk,32343.26,0,
7217,24748,24748,2025-12-01,Standard,120056.76,0,
7218,24749,24749,2025-08-06,At-Risk,41677.53,1,2027-05-02
7219,24753,24753,2025-10-04,Standard,93494.33,0,
7220,24757,24757,2025-08-30,Standard,121207.66,0,
7221,24759,24759,2024-11-04,Standard,82603.16,0,
7222,24760,24760,2025-05-28,Standard,216851.07,0,
7223,24761,24761,2024-11-27,At-Risk,32667.56,0,
7224,24764,24764,2024-06-03,At-Risk,28225.07,1,2025-06-29
7225,24766,24766,2025-11-09,At-Risk,14229.73,0,
7226,24767,24767,2024-12-15,Standard,94664.53,0,
7227,24769,24769,2025-05-25,Standard,39028.02,0,
7228,24773,24773,2024-09-14,Standard,177541.07,0,
7229,24775,24775,2025-10-01,Standard,61854.88,1,2026-02-26
7230,24777,24777,2025-11-23,At-Risk,48299.56,0,
7231,24781,24781,2025-04-19,Standard,45959.65,0,
7232,24786,24786,2025-10-10,Standard,32150.55,1,2027-01-24
7233,24793,24793,2024-05-22,At-Risk,24360.71,0,
7234,24796,24796,2025-10-03,At-Risk,14122.36,0,
7235,24801,24801,2025-12-10,Standard,34793.06,0,
7236,24804,24804,2025-07-30,Standard,108582.3,0,
7237,24806,24806,2025-11-24,Standard,31563.0,0,
7238,24807,24807,2025-12-20,Standard,175562.76,0,
7239,24809,24809,2024-04-19,Standard,301828.24,0,
7240,24811,24811,2024-02-18,Standard,50384.42,0,
7241,24815,24815,2024-12-09,At-Risk,44156.38,1,2026-01-17
7242,24818,24818,2025-01-07,Standard,50514.04,0,
7243,24828,24828,2024-07-12,High-Value,362879.07,0,
7244,24830,24830,2024-06-25,Standard,71829.54,0,
7245,24833,24833,2024-07-23,At-Risk,37991.2,0,
7246,24839,24839,2025-08-02,Standard,38083.08,0,
7247,24851,24851,2024-09-07,Standard,135113.9,0,
7248,24854,24854,2024-05-13,Standard,74144.58,0,
7249,24857,24857,2025-09-28,Standard,318287.8,0,
7250,24860,24860,2024-09-15,Standard,56155.03,0,
7251,24861,24861,2025-12-24,At-Risk,53416.51,0,
7252,24865,24865,2025-06-18,Standard,51273.78,1,2025-11-01
7253,24872,24872,2024-05-29,At-Risk,39421.21,1,2025-08-20
7254,24874,24874,2024-05-04,Standard,126360.14,0,
7255,24875,24875,2025-10-21,High-Value,246922.76,0,
7256,24876,24876,2024-03-04,At-Risk,37271.83,0,
7257,24879,24879,2024-06-21,Standard,77984.25,0,
7258,24881,24881,2024-02-13,Standard,84067.97,0,
7259,24882,24882,2024-06-12,Standard,93321.23,0,
7260,24885,24885,2025-03-21,Standard,93511.07,0,
7261,24892,24892,2025-01-06,Standard,34428.66,0,
7262,24902,24902,2024-06-30,Standard,254447.19,0,
7263,24907,24907,2024-09-14,Standard,158218.56,0,
7264,24908,24908,2025-12-16,Standard,172792.96,0,
7265,24909,24909,2025-01-24,Standard,50434.54,0,
7266,24915,24915,2025-03-28,Standard,67845.94,0,
7267,24917,24917,2024-06-21,Standard,86923.94,0,
7268,24923,24923,2025-04-18,Standard,63424.48,1,2026-09-25
7269,24925,24925,2024-11-12,Standard,205872.45,0,
7270,24926,24926,2025-08-10,Standard,45370.03,0,
7271,24927,24927,2024-06-06,Standard,130769.32,0,
7272,24929,24929,2024-05-18,Standard,155386.87,0,
7273,24931,24931,2024-02-24,At-Risk,36456.81,0,
7274,24933,24933,2024-04-11,At-Risk,52726.92,0,
7275,24940,24940,2025-05-21,At-Risk,20516.89,1,2026-04-25
7276,24943,24943,2025-07-03,Standard,41936.52,0,
7277,24948,24948,2025-10-08,At-Risk,75706.72,0,
7278,24951,24951,2025-10-10,At-Risk,66103.87,0,
7279,24957,24957,2025-07-11,Standard,39453.09,0,
7280,24959,24959,2026-01-15,Standard,126579.57,0,
7281,24960,24960,2025-12-05,Standard,53770.68,0,
7282,24962,24962,2025-03-27,At-Risk,24126.14,0,
7283,24963,24963,2024-09-06,Standard,57681.9,0,
7284,24964,24964,2024-02-29,Standard,44196.74,0,
7285,24967,24967,2024-12-14,At-Risk,21254.85,0,
7286,24973,24973,2024-02-12,Standard,27310.86,0,
7287,24977,24977,2025-09-23,Standard,105289.84,0,
7288,24980,24980,2025-12-02,High-Value,280489.81,0,
7289,24984,24984,2024-09-16,Standard,82035.85,0,
7290,24986,24986,2025-06-13,Standard,98388.51,0,
7291,24989,24989,2025-12-31,Standard,53206.3,0,
7292,24998,24998,2024-08-24,Standard,38778.52,0,
7293,25002,25002,2024-05-02,Standard,67000.86,1,2025-02-10
7294,25005,25005,2025-01-18,Standard,82142.28,0,
7295,25006,25006,2024-03-16,At-Risk,16795.77,0,
7296,25013,25013,2025-08-06,Standard,25544.52,0,
7297,25015,25015,2025-04-19,Standard,209080.58,0,
7298,25018,25018,2024-05-27,Standard,78147.25,0,
7299,25027,25027,2024-06-23,High-Value,326288.05,0,
7300,25028,25028,2025-10-08,At-Risk,53859.36,0,
7301,25029,25029,2024-03-01,Standard,143969.26,0,
7302,25030,25030,2025-03-13,At-Risk,16377.03,0,
7303,25031,25031,2025-09-02,Standard,105845.21,0,
7304,25033,25033,2025-12-06,Standard,151044.18,0,
7305,25036,25036,2024-04-25,Standard,155023.52,0,
7306,25039,25039,2025-02-07,Standard,102060.8,0,
7307,25040,25040,2025-09-01,Standard,68512.29,0,
7308,25041,25041,2025-11-02,Standard,47984.35,0,
7309,25046,25046,2025-08-14,Standard,56088.06,0,
7310,25052,25052,2025-01-21,Standard,48645.83,0,
7311,25055,25055,2025-11-25,Standard,36723.8,0,
7312,25057,25057,2025-03-27,At-Risk,41454.58,1,2026-04-27
7313,25080,25080,2025-02-15,At-Risk,48713.66,0,
7314,25081,25081,2024-06-17,At-Risk,22296.57,1,2025-05-07
7315,25084,25084,2025-06-11,At-Risk,34401.71,0,
7316,25089,25089,2025-07-05,Standard,58101.64,0,
7317,25092,25092,2025-09-02,Standard,56543.75,0,
7318,25095,25095,2024-09-02,Standard,39412.38,0,
7319,25110,25110,2024-10-09,Standard,91419.34,0,
7320,25115,25115,2025-02-23,Standard,51149.38,0,
7321,25116,25116,2025-01-04,At-Risk,42664.59,0,
7322,25121,25121,2025-01-07,Standard,32055.8,0,
7323,25126,25126,2024-11-22,Standard,86594.25,1,2026-03-27
7324,25129,25129,2024-05-01,Standard,168797.25,0,
7325,25131,25131,2025-03-19,High-Value,256728.94,0,
7326,25132,25132,2024-07-22,At-Risk,26245.32,0,
7327,25134,25134,2026-01-19,Standard,92694.69,0,
7328,25138,25138,2024-11-04,Standard,75196.02,0,
7329,25142,25142,2025-05-10,At-Risk,66788.74,1,2027-04-30
7330,25143,25143,2025-03-05,Standard,99672.15,0,
7331,25145,25145,2024-04-23,Standard,91979.6,0,
7332,25147,25147,2025-08-01,High-Value,343900.86,0,
7333,25148,25148,2025-01-01,At-Risk,31402.41,1,2025-06-21
7334,25151,25151,2025-09-23,Standard,83982.84,0,
7335,25156,25156,2025-12-16,At-Risk,53399.03,0,
7336,25157,25157,2024-01-27,At-Risk,84042.49,1,2025-05-02
7337,25163,25163,2024-07-31,Standard,85161.94,0,
7338,25164,25164,2025-05-30,Standard,197402.52,1,2026-09-24
7339,25165,25165,2024-01-25,Standard,52572.6,0,
7340,25175,25175,2024-12-26,High-Value,227417.78,0,
7341,25177,25177,2025-02-02,Standard,112247.32,0,
7342,25187,25187,2025-02-19,Standard,80701.75,0,
7343,25188,25188,2024-03-26,Standard,324205.7,0,
7344,25201,25201,2024-12-05,At-Risk,32083.62,1,2026-04-22
7345,25206,25206,2024-06-27,Standard,32413.32,0,
7346,25219,25219,2026-01-18,At-Risk,50502.96,1,2027-04-17
7347,25231,25231,2025-01-13,At-Risk,14069.98,0,
7348,25232,25232,2024-01-19,Standard,44551.91,0,
7349,25237,25237,2025-03-31,Standard,34731.52,1,2026-03-27
7350,25238,25238,2024-04-27,Standard,294425.1,0,
7351,25240,25240,2024-03-25,Standard,49893.47,0,
7352,25243,25243,2025-03-16,Standard,93203.4,0,
7353,25244,25244,2026-01-05,Standard,77948.08,0,
7354,25246,25246,2025-01-22,At-Risk,28975.72,1,2025-07-01
7355,25248,25248,2024-02-08,At-Risk,39128.12,1,2024-12-26
7356,25253,25253,2024-08-06,At-Risk,17976.72,1,2025-05-12
7357,25256,25256,2024-10-08,Standard,34227.39,0,
7358,25268,25268,2024-03-23,Standard,50925.8,0,
7359,25270,25270,2024-03-26,Standard,50258.34,0,
7360,25274,25274,2025-10-20,Standard,59608.49,0,
7361,25275,25275,2025-11-02,Standard,71244.91,0,
7362,25280,25280,2025-01-01,Standard,89126.09,0,
7363,25283,25283,2024-06-19,At-Risk,28088.37,1,2026-06-09
7364,25288,25288,2024-05-13,At-Risk,72818.29,0,
7365,25293,25293,2025-07-14,Standard,91790.71,0,
7366,25302,25302,2025-06-16,At-Risk,77322.09,1,2025-11-02
7367,25308,25308,2025-06-10,At-Risk,82099.22,1,2027-04-01
7368,25312,25312,2025-04-22,Standard,49124.04,0,
7369,25317,25317,2025-01-02,At-Risk,25872.63,0,
7370,25321,25321,2024-07-12,Standard,68539.37,0,
7371,25322,25322,2024-10-17,Standard,60955.92,0,
7372,25324,25324,2025-11-11,Standard,62212.56,0,
7373,25326,25326,2025-05-31,Standard,66571.52,0,
7374,25327,25327,2024-12-20,High-Value,333950.42,0,
7375,25329,25329,2025-06-16,High-Value,223044.41,0,
7376,25330,25330,2025-01-04,Standard,71289.12,0,
7377,25334,25334,2024-02-27,High-Value,337696.11,0,
7378,25338,25338,2024-11-08,Standard,52921.03,0,
7379,25341,25341,2026-01-03,At-Risk,26532.12,1,2027-11-30
7380,25342,25342,2025-02-14,Standard,81943.89,1,2026-09-22
7381,25349,25349,2024-03-18,Standard,36573.46,1,2025-05-16
7382,25352,25352,2025-09-30,Standard,47365.05,0,
7383,25353,25353,2024-06-16,At-Risk,29204.66,0,
7384,25355,25355,2024-12-02,Standard,60137.48,0,
7385,25360,25360,2025-09-27,At-Risk,57188.73,0,
7386,25369,25369,2025-07-03,At-Risk,16764.11,0,
7387,25370,25370,2025-06-02,At-Risk,23973.57,1,2025-09-06
7388,25372,25372,2025-11-10,Standard,97083.52,0,
7389,25373,25373,2024-02-18,Standard,59318.81,0,
7390,25375,25375,2024-03-26,High-Value,232902.65,0,
7391,25378,25378,2024-04-09,At-Risk,22469.76,1,2024-10-13
7392,25380,25380,2024-08-10,Standard,80978.39,0,
7393,25381,25381,2024-07-01,Standard,157079.19,0,
7394,25382,25382,2024-10-09,At-Risk,43619.55,1,2025-03-17
7395,25384,25384,2024-07-16,At-Risk,24785.09,0,
7396,25385,25385,2025-04-06,At-Risk,28880.51,0,
7397,25387,25387,2024-10-19,Standard,66575.68,0,
7398,25390,25390,2025-06-11,At-Risk,66077.06,1,2027-06-01
7399,25392,25392,2025-12-17,Standard,61072.0,0,
7400,25407,25407,2025-02-08,At-Risk,43191.81,1,2026-12-01
7401,25415,25415,2025-04-21,Standard,47041.07,1,2025-07-06
7402,25417,25417,2025-01-15,At-Risk,18912.48,1,2026-02-16
7403,25424,25424,2025-08-01,Standard,60236.19,0,
7404,25427,25427,2025-02-06,Standard,52897.75,0,
7405,25429,25429,2025-08-21,Standard,109768.84,0,
7406,25430,25430,2025-01-28,At-Risk,58226.44,0,
7407,25431,25431,2025-11-21,High-Value,446093.65,0,
7408,25435,25435,2025-12-26,Standard,204164.6,0,
7409,25436,25436,2024-12-04,Standard,62080.73,0,
7410,25440,25440,2025-10-28,At-Risk,54670.3,1,2027-03-02
7411,25444,25444,2024-10-05,Standard,84073.1,0,
7412,25445,25445,2024-05-24,At-Risk,12792.27,1,2025-11-14
7413,25458,25458,2024-09-18,Standard,74859.66,0,
7414,25461,25461,2025-12-27,Standard,92060.22,0,
7415,25462,25462,2025-12-29,At-Risk,49598.13,1,2027-02-22
7416,25463,25463,2025-07-18,Standard,70365.01,0,
7417,25479,25479,2024-03-13,Standard,125912.84,0,
7418,25480,25480,2025-07-21,Standard,62170.12,0,
7419,25481,25481,2025-07-05,At-Risk,86062.07,1,2026-07-31
7420,25486,25486,2024-02-02,Standard,97982.2,0,
7421,25491,25491,2025-06-30,Standard,111784.81,0,
7422,25499,25499,2025-02-05,Standard,49507.78,0,
7423,25500,25500,2024-04-24,Standard,53116.59,1,2025-07-26
7424,25503,25503,2024-09-20,Standard,47213.9,0,
7425,25506,25506,2024-03-29,Standard,66525.68,1,2026-03-13
7426,25508,25508,2025-12-31,At-Risk,28067.74,1,2027-06-17
7427,25509,25509,2025-08-31,Standard,55582.65,0,
7428,25511,25511,2024-04-24,Standard,49069.36,0,
7429,25514,25514,2025-11-04,Standard,212216.96,0,
7430,25528,25528,2025-05-05,Standard,46494.05,0,
7431,25537,25537,2024-07-26,Standard,56426.77,0,
7432,25553,25553,2025-05-19,At-Risk,44633.05,0,
7433,25556,25556,2024-03-13,Standard,35120.89,0,
7434,25558,25558,2025-08-02,Standard,94022.7,0,
7435,25559,25559,2025-03-17,Standard,59915.7,0,
7436,25561,25561,2024-02-23,High-Value,349375.93,0,
7437,25564,25564,2024-08-16,Standard,68611.74,0,
7438,25565,25565,2025-12-24,At-Risk,41876.92,1,2027-03-03
7439,25566,25566,2025-10-23,Standard,49140.97,0,
7440,25571,25571,2024-06-20,At-Risk,30306.01,1,2025-05-31
7441,25572,25572,2025-02-10,Standard,51926.59,1,2025-03-14
7442,25579,25579,2025-03-30,Standard,95497.91,0,
7443,25583,25583,2025-06-17,Standard,64120.41,0,
7444,25585,25585,2024-12-21,Standard,67644.85,0,
7445,25596,25596,2024-07-03,Standard,69142.64,0,
7446,25598,25598,2025-02-14,Standard,47411.52,0,
7447,25599,25599,2024-02-08,Standard,40518.69,0,
7448,25602,25602,2025-10-09,At-Risk,21039.34,0,
7449,25605,25605,2024-02-24,High-Value,200190.72,0,
7450,25609,25609,2025-11-27,At-Risk,67386.79,1,2026-08-25
7451,25612,25612,2024-09-16,Standard,43718.78,0,
7452,25613,25613,2024-11-24,Standard,50826.81,0,
7453,25614,25614,2024-03-01,Standard,140006.07,0,
7454,25616,25616,2025-04-03,Standard,61068.12,0,
7455,25618,25618,2025-09-28,Standard,116509.23,0,
7456,25620,25620,2025-07-20,Standard,30688.31,0,
7457,25625,25625,2025-12-18,At-Risk,54222.33,0,
7458,25626,25626,2025-07-29,High-Value,297525.57,0,
7459,25628,25628,2025-03-23,High-Value,249897.46,0,
7460,25631,25631,2024-01-22,High-Value,288397.33,0,
7461,25637,25637,2025-01-14,Standard,122070.34,0,
7462,25642,25642,2025-06-26,Standard,44041.51,1,2027-04-15
7463,25653,25653,2024-09-20,Standard,47490.04,0,
7464,25654,25654,2024-04-07,Standard,68952.5,0,
7465,25655,25655,2024-08-31,At-Risk,10724.24,1,2025-11-21
7466,25658,25658,2025-04-12,At-Risk,123801.5,0,
7467,25665,25665,2025-12-17,Standard,95525.78,0,
7468,25674,25674,2026-01-12,Standard,63791.91,0,
7469,25688,25688,2025-11-01,At-Risk,52953.26,0,
7470,25690,25690,2025-03-05,At-Risk,62309.81,1,2025-11-10
7471,25697,25697,2025-07-19,Standard,47935.99,0,
7472,25699,25699,2026-01-04,At-Risk,68987.98,0,
7473,25701,25701,2024-10-28,Standard,29994.66,0,
7474,25703,25703,2025-02-24,Standard,49005.46,0,
7475,25709,25709,2025-03-06,Standard,45904.71,0,
7476,25710,25710,2025-04-19,Standard,64194.99,0,
7477,25711,25711,2025-12-10,Standard,54120.44,0,
7478,25714,25714,2025-01-09,At-Risk,172887.06,0,
7479,25715,25715,2025-12-07,High-Value,242677.8,0,
7480,25717,25717,2025-12-04,Standard,41682.34,0,
7481,25718,25718,2025-06-06,Standard,101008.88,0,
7482,25720,25720,2024-07-17,At-Risk,36179.24,0,
7483,25728,25728,2024-05-21,At-Risk,85625.2,0,
7484,25730,25730,2025-03-06,Standard,64612.89,0,
7485,25737,25737,2024-01-29,High-Value,270239.5,0,
7486,25739,25739,2025-05-28,At-Risk,35114.93,0,
7487,25742,25742,2024-05-25,Standard,56667.44,0,
7488,25750,25750,2025-02-22,Standard,67278.97,0,
7489,25752,25752,2024-06-12,At-Risk,30206.33,1,2026-04-09
7490,25754,25754,2024-05-16,At-Risk,47285.27,0,
7491,25756,25756,2024-03-24,At-Risk,65958.74,1,2025-12-30
7492,25757,25757,2024-11-06,At-Risk,31941.67,0,
7493,25760,25760,2025-01-27,Standard,78958.38,0,
7494,25767,25767,2024-10-21,At-Risk,20188.07,1,2026-01-23
7495,25768,25768,2025-11-14,Standard,65027.91,0,
7496,25771,25771,2025-09-02,Standard,32043.4,0,
7497,25773,25773,2024-06-18,Standard,86640.9,0,
7498,25775,25775,2024-06-30,At-Risk,11528.57,1,2025-06-30
7499,25777,25777,2024-07-15,Standard,329810.34,0,
7500,25779,25779,2025-10-17,At-Risk,66023.72,0,
7501,25782,25782,2024-11-28,At-Risk,36375.39,0,
7502,25786,25786,2025-09-03,Standard,54535.3,0,
7503,25787,25787,2024-12-05,Standard,104819.94,0,
7504,25791,25791,2024-12-02,Standard,77820.11,0,
7505,25796,25796,2025-09-02,Standard,90725.21,0,
7506,25799,25799,2025-04-06,Standard,54124.92,0,
7507,25803,25803,2025-07-05,Standard,97900.97,0,
7508,25807,25807,2025-10-18,Standard,99644.46,0,
7509,25810,25810,2025-01-01,Standard,125906.66,1,2025-05-11
7510,25816,25816,2024-09-13,Standard,215404.79,1,2025-02-23
7511,25820,25820,2024-02-11,Standard,73837.51,0,
7512,25822,25822,2024-06-26,Standard,45894.26,0,
7513,25826,25826,2024-11-03,Standard,184716.13,0,
7514,25827,25827,2025-07-03,Standard,101674.28,0,
7515,25831,25831,2025-10-08,Standard,213172.35,0,
7516,25834,25834,2025-02-21,Standard,40956.76,0,
7517,25838,25838,2026-01-18,Standard,99466.05,1,2026-10-17
7518,25839,25839,2024-03-08,Standard,25890.83,0,
7519,25841,25841,2025-05-19,Standard,35430.41,0,
7520,25842,25842,2025-02-08,Standard,105559.1,0,
7521,25853,25853,2025-04-03,Standard,211579.84,0,
7522,25854,25854,2024-05-28,Standard,87642.05,0,
7523,25855,25855,2025-11-12,Standard,33513.07,1,2027-07-05
7524,25857,25857,2025-06-10,Standard,72950.49,1,2025-11-02
7525,25863,25863,2025-08-22,Standard,35534.76,0,
7526,25867,25867,2025-10-15,Standard,115828.17,0,
7527,25869,25869,2025-11-09,At-Risk,16837.3,0,
7528,25871,25871,2025-08-20,Standard,86295.47,0,
7529,25872,25872,2024-03-17,Standard,307251.44,0,
7530,25875,25875,2025-05-15,At-Risk,24644.42,0,
7531,25878,25878,2024-10-15,Standard,48651.44,0,
7532,25881,25881,2024-10-01,Standard,70649.41,1,2025-03-02
7533,25886,25886,2024-07-24,At-Risk,30007.45,0,
7534,25889,25889,2025-07-30,Standard,84360.15,0,
7535,25891,25891,2024-05-14,Standard,37042.63,0,
7536,25894,25894,2025-03-29,Standard,105081.4,0,
7537,25895,25895,2025-07-23,Standard,57657.71,0,
7538,25896,25896,2024-09-25,Standard,39195.43,0,
7539,25897,25897,2025-01-30,At-Risk,28121.88,1,2026-04-28
7540,25903,25903,2024-04-10,Standard,167668.46,0,
7541,25904,25904,2024-11-18,At-Risk,39750.88,0,
7542,25911,25911,2024-02-25,Standard,90675.47,0,
7543,25912,25912,2024-07-24,Standard,58491.64,0,
7544,25915,25915,2025-06-11,Standard,77796.42,0,
7545,25917,25917,2025-07-04,Standard,97904.07,0,
7546,25918,25918,2024-07-16,At-Risk,114533.41,0,
7547,25921,25921,2025-02-28,Standard,200641.02,0,
7548,25927,25927,2024-06-28,Standard,50297.33,0,
7549,25929,25929,2025-02-07,Standard,113383.82,1,2025-06-09
7550,25936,25936,2025-08-12,Standard,66094.9,0,
7551,25941,25941,2024-10-19,Standard,33215.26,0,
7552,25945,25945,2025-05-26,Standard,53181.77,0,
7553,25946,25946,2024-02-02,At-Risk,19549.78,1,2024-09-02
7554,25949,25949,2024-10-07,Standard,122085.98,0,
7555,25954,25954,2024-12-21,Standard,55531.3,0,
7556,25956,25956,2024-05-24,Standard,68252.27,0,
7557,25957,25957,2025-08-29,Standard,62246.01,0,
7558,25958,25958,2025-09-25,At-Risk,19200.13,0,
7559,25959,25959,2024-10-05,Standard,55506.08,0,
7560,25961,25961,2025-06-11,At-Risk,16080.83,0,
7561,25969,25969,2024-02-07,Standard,376744.09,0,
7562,25971,25971,2025-11-13,Standard,48758.53,0,
7563,25974,25974,2025-12-28,Standard,47482.78,0,
7564,25981,25981,2025-03-12,Standard,77047.37,0,
7565,25984,25984,2025-09-20,At-Risk,24966.84,0,
7566,25985,25985,2024-01-11,At-Risk,32541.65,0,
7567,25989,25989,2025-01-27,Standard,44536.07,1,2025-12-23
7568,25991,25991,2024-09-02,At-Risk,68346.56,1,2024-12-05
7569,25998,25998,2024-06-20,At-Risk,51760.43,0,
7570,25999,25999,2024-02-27,Standard,45111.85,0,
7571,26006,26006,2024-05-09,At-Risk,93165.84,0,
7572,26014,26014,2025-03-26,At-Risk,108892.79,1,2026-06-30
7573,26017,26017,2025-03-15,Standard,127161.9,0,
7574,26019,26019,2024-09-01,Standard,48270.16,0,
7575,26020,26020,2024-04-29,At-Risk,149168.49,0,
7576,26025,26025,2024-01-24,At-Risk,73288.91,1,2024-11-16
7577,26026,26026,2024-04-20,Standard,96121.17,0,
7578,26034,26034,2025-11-03,Standard,43500.09,0,
7579,26035,26035,2024-08-18,Standard,47240.84,1,2025-06-03
7580,26037,26037,2024-07-10,At-Risk,53618.17,1,2025-03-29
7581,26049,26049,2025-03-21,Standard,69637.43,0,
7582,26053,26053,2026-01-08,Standard,118716.21,1,2027-05-13
7583,26054,26054,2024-05-18,Standard,54058.47,0,
7584,26055,26055,2025-09-20,At-Risk,15393.04,0,
7585,26058,26058,2024-12-27,Standard,60513.13,0,
7586,26059,26059,2025-09-20,Standard,58012.5,0,
7587,26062,26062,2026-01-02,At-Risk,24339.71,1,2027-09-16
7588,26065,26065,2025-12-07,Standard,46720.22,0,
7589,26072,26072,2024-12-19,High-Value,176371.31,0,
7590,26073,26073,2024-04-29,High-Value,209689.45,0,
7591,26074,26074,2025-02-06,High-Value,247039.16,0,
7592,26077,26077,2024-06-01,Standard,90453.69,0,
7593,26078,26078,2024-10-01,Standard,91429.12,0,
7594,26080,26080,2024-06-30,Standard,59133.5,1,2025-12-13
7595,26088,26088,2025-03-19,Standard,53702.08,0,
7596,26091,26091,2025-08-23,Standard,55121.18,0,
7597,26093,26093,2024-03-20,Standard,86979.44,0,
7598,26095,26095,2025-02-05,Standard,75440.22,1,2025-12-14
7599,26098,26098,2026-01-15,At-Risk,35458.0,0,
7600,26101,26101,2024-05-29,Standard,72197.56,0,
7601,26103,26103,2025-01-06,Standard,91724.45,0,
7602,26108,26108,2024-12-07,Standard,153463.01,0,
7603,26109,26109,2024-06-09,Standard,97071.94,1,2025-04-30
7604,26112,26112,2025-12-12,High-Value,305923.26,0,
7605,26116,26116,2024-05-01,At-Risk,71842.99,0,
7606,26117,26117,2025-12-03,At-Risk,28457.43,0,
7607,26119,26119,2024-08-13,Standard,46275.79,0,
7608,26126,26126,2025-10-19,At-Risk,27711.98,0,
7609,26134,26134,2024-12-18,At-Risk,52196.92,0,
7610,26136,26136,2024-06-16,Standard,49339.38,0,
7611,26139,26139,2025-07-16,Standard,95624.36,0,
7612,26143,26143,2024-02-25,Standard,355467.17,1,2026-01-20
7613,26150,26150,2025-11-30,Standard,162732.94,0,
7614,26152,26152,2024-04-12,At-Risk,145205.54,0,
7615,26153,26153,2025-01-27,Standard,51103.74,0,
7616,26155,26155,2024-09-14,Standard,41164.36,0,
7617,26156,26156,2024-07-17,Standard,84239.28,1,2026-04-12
7618,26157,26157,2025-06-12,Standard,69342.12,0,
7619,26165,26165,2024-11-19,Standard,55115.52,0,
7620,26167,26167,2024-04-25,At-Risk,15562.17,1,2024-08-19
7621,26173,26173,2025-06-01,High-Value,293304.92,0,
7622,26175,26175,2025-01-21,At-Risk,37195.36,0,
7623,26179,26179,2024-10-25,At-Risk,34727.0,0,
7624,26180,26180,2024-12-12,At-Risk,15612.74,1,2026-10-19
7625,26181,26181,2025-08-15,Standard,74141.33,0,
7626,26185,26185,2024-11-15,Standard,114178.37,0,
7627,26189,26189,2024-09-19,At-Risk,24316.42,0,
7628,26190,26190,2024-11-03,Standard,76838.79,1,2025-02-11
7629,26192,26192,2024-10-21,Standard,46513.58,0,
7630,26200,26200,2024-09-08,Standard,60372.11,0,
7631,26207,26207,2025-06-28,Standard,30929.06,1,2027-01-11
7632,26213,26213,2025-11-07,Standard,141901.09,0,
7633,26216,26216,2025-04-21,Standard,53657.67,0,
7634,26218,26218,2025-06-18,Standard,36662.57,0,
7635,26221,26221,2025-02-27,At-Risk,68044.14,0,
